"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.548463755E0,9.394819736E-1,-4.482355118E0,3.029133987E1
6.550949067E0,-5.042873621E-1,-4.855934620E0,3.218495941E1
6.553434380E0,-2.149053812E0,-4.858327389E0,3.438755417E1
6.555919640E0,-2.994019270E0,-5.150550842E0,3.670978928E1
6.558404953E0,-3.360420227E0,-5.499902725E0,3.907778549E1
6.560890213E0,-4.116851330E0,-5.629115105E0,4.146701813E1
6.563375526E0,-4.878366947E0,-5.507081509E0,4.360261154E1
6.565860786E0,-5.653940678E0,-5.207978249E0,4.540052032E1
6.568346099E0,-6.410371780E0,-4.803292274E0,4.699024963E1
6.570831411E0,-7.255636692E0,-4.094717979E0,4.862065887E1
6.573316672E0,-7.990531921E0,-3.211168051E0,5.007130814E1
6.575801984E0,-8.764012337E0,-2.311167479E0,5.123481750E1
6.578287244E0,-9.108578682E0,-1.144965649E0,5.214708328E1
6.580772557E0,-9.372088432E0,-2.258226424E-1,5.268815994E1
6.583257869E0,-1.009501934E1,5.356931686E-1,5.289872742E1
6.585743130E0,-1.089930725E1,1.268195987E0,5.290590668E1
6.588228442E0,-1.157946682E1,1.636690736E0,5.307609558E1
6.590713703E0,-1.226889896E1,1.921735644E0,5.322445297E1
6.593199015E0,-1.297508049E1,2.343171597E0,5.299683380E1
6.595684328E0,-1.394477177E1,2.656631231E0,5.196283722E1
6.598169588E0,-1.483998680E1,2.819642305E0,5.161318588E1
6.600654901E0,-1.515374565E1,3.257529020E0,5.148397064E1
6.603140161E0,-1.416251945E1,4.598406792E0,5.094050217E1
6.605625474E0,-1.295354557E1,5.488835812E0,5.021009445E1
6.608110786E0,-1.201017475E1,6.080162525E0,4.904897690E1
6.610596047E0,-1.149302673E1,6.640381813E0,4.761746979E1
6.613081359E0,-1.150289631E1,7.076174736E0,4.610430908E1
6.615566619E0,-1.183789158E1,7.270292282E0,4.453611374E1
6.618051932E0,-1.206311607E1,7.322934628E0,4.291048813E1
6.620537192E0,-1.193839073E1,7.320541859E0,4.134259033E1
6.623022505E0,-1.165364456E1,7.284649372E0,3.976003647E1
6.625507817E0,-1.117478085E1,7.131209850E0,3.813202286E1
6.627993078E0,-1.064566803E1,6.872784615E0,3.643222046E1
6.630478390E0,-1.018116093E1,6.714858532E0,3.457688522E1
6.632963651E0,-9.750154495E0,6.456134796E0,3.268057251E1
6.635448963E0,-9.374481201E0,6.192924023E0,3.078695297E1
6.637934276E0,-9.060722351E0,6.029912949E0,2.901536751E1
6.640419536E0,-8.785547256E0,5.855237007E0,2.728206635E1
6.642904849E0,-8.234899521E0,5.898307800E0,2.559901428E1
6.645390109E0,-5.148756027E0,6.544669151E0,2.426292229E1
6.647875422E0,-4.856831551E0,6.039484501E0,2.266122627E1
6.650360682E0,-4.648356915E0,5.996413708E0,2.132782555E1
6.652845994E0,-5.426622868E0,5.524728298E0,2.014995956E1
6.655331307E0,-6.379265308E0,4.753940582E0,1.927837372E1
6.657816567E0,-7.138388157E0,3.964009762E0,1.839033699E1
6.660301880E0,-7.701000690E0,3.185744286E0,1.739911079E1
6.662787140E0,-7.968996525E0,2.625524759E0,1.647727585E1
6.665272453E0,-7.834998608E0,2.319243431E0,1.559163189E1
6.667757765E0,-7.574181080E0,2.240280151E0,1.476551056E1
6.670243026E0,-7.437490940E0,2.316850424E0,1.396840096E1
6.672728338E0,-7.454240799E0,2.398206472E0,1.316860008E1
6.675213599E0,-7.365706444E0,2.515454769E0,1.247438240E1
6.677698911E0,-7.188637257E0,2.615953445E0,1.197637653E1
6.680184224E0,-7.040282249E0,2.661417007E0,1.153609753E1
6.682669484E0,-6.494419575E0,2.737987280E0,1.117448139E1
6.685154797E0,-5.615655422E0,2.735594511E0,1.070758247E1
6.687640057E0,-4.983651161E0,2.611167669E0,1.033400249E1
6.690125369E0,-4.567001343E0,2.467598438E0,9.943972588E0
6.692610682E0,-4.212863445E0,2.276172638E0,9.534501076E0
6.695095942E0,-3.999603033E0,2.077269077E0,9.230313301E0
6.697581255E0,-3.815355778E0,1.804487348E0,8.967103004E0
6.700066515E0,-3.630809307E0,1.605584025E0,8.730213165E0
6.702551828E0,-3.365206003E0,1.430907965E0,8.516953468E0
6.705037140E0,-2.994019270E0,1.244267821E0,8.301599503E0
6.707522401E0,-2.608774900E0,1.059721351E0,8.057231903E0
6.710007713E0,-2.263909340E0,8.371888399E-1,7.822735310E0
6.712492974E0,-1.878365755E0,5.572285652E-1,7.595118046E0
6.714978286E0,-1.588834286E0,2.745763958E-1,7.461120129E0
6.717463599E0,-1.358824134E0,9.511470050E-2,7.343871593E0
6.719948859E0,-1.251147151E0,1.136590727E-2,7.300800800E0
6.722434172E0,-1.308574915E0,9.032905847E-2,7.418049335E0
6.724919432E0,-1.397109270E0,3.176472187E-1,7.798807144E0
6.727404744E0,-1.382752419E0,2.793620527E-1,7.839485168E0
6.729890057E0,-1.392323732E0,3.176472187E-1,7.872984886E0
6.732375317E0,-1.368395448E0,4.229314029E-1,7.693522930E0
6.734860630E0,-1.188933730E0,4.923232496E-1,7.437191963E0
6.737345890E0,-9.400802255E-1,6.218347549E-1,7.305586815E0
6.739831203E0,-8.057830334E-1,7.797610760E-1,7.219445229E0
6.742316463E0,-7.627122402E-1,8.922237158E-1,7.231409073E0
6.744801776E0,-7.555337548E-1,9.735797048E-1,7.274479866E0
6.747287088E0,-6.933203340E-1,9.616156220E-1,7.432406425E0
6.749772349E0,-6.287141442E-1,8.563314080E-1,7.645666599E0
6.752257661E0,-5.162515044E-1,7.055835724E-1,7.894520283E0
6.754742974E0,-4.205385745E-1,5.644070506E-1,8.133802414E0
6.757228234E0,-2.793620527E-1,4.181457460E-1,8.481060982E0
6.759713547E0,-2.144567221E-1,3.535395563E-1,8.811569214E0
6.762198807E0,-1.953141540E-1,3.248256743E-1,9.136993408E0
6.764684119E0,-2.769692242E-1,4.348955154E-1,9.371788979E0
6.767169432E0,-3.678964674E-1,5.309075117E-1,9.603892326E0
6.769654692E0,-4.731806815E-1,6.194419861E-1,9.821640015E0
6.772140005E0,-5.449653864E-1,6.194419861E-1,1.005165005E1
6.774625265E0,-5.330012441E-1,5.763711333E-1,1.029571724E1
6.777110578E0,-6.454638839E-1,5.835496187E-1,1.048744297E1
6.779595890E0,-7.842476368E-1,6.601199508E-1,1.067647552E1
6.782081151E0,-8.898309469E-1,7.247261405E-1,1.083918762E1
6.784566463E0,-9.305089116E-1,7.582256794E-1,1.096122169E1
6.787051724E0,-9.448658228E-1,7.749754190E-1,1.102134132E1
6.789537036E0,-9.568299651E-1,8.012964725E-1,1.098544884E1
6.792022349E0,-9.879366755E-1,8.371888399E-1,1.094207859E1
6.794507609E0,-1.026221752E0,9.305089116E-1,1.099501991E1
6.796992922E0,-1.083649516E0,1.019043326E0,1.113380337E1
6.799478182E0,-1.090828061E0,1.069292665E0,1.131326580E1
6.801963494E0,-1.062114120E0,1.098305583E0,1.149512005E1
6.804448755E0,-9.783653617E-1,1.134197950E0,1.165813065E1
6.806934067E0,-9.376873970E-1,1.150947690E0,1.180648613E1
6.809419380E0,-8.850452900E-1,1.167697430E0,1.201705456E1
6.811904640E0,-7.148557901E-1,1.162911773E0,1.222313595E1
6.814389953E0,-4.540380836E-1,1.136590719E0,1.245524025E1
6.816875213E0,-1.666002721E-1,1.083948612E0,1.261316681E1
6.819360526E0,-1.737787426E-1,9.161519408E-1,1.266132164E1
6.821845838E0,-2.216351926E-1,8.778668046E-1,1.265414333E1
6.824331099E0,-2.312064916E-1,7.941179872E-1,1.259641647E1
6.826816411E0,-1.450648755E-1,6.744768620E-1,1.250788212E1
6.829301672E0,-1.091725305E-1,6.816553473E-1,1.221356487E1
6.831786984E0,-1.689931005E-1,7.941179872E-1,1.192852020E1
6.834272297E0,-1.331007630E-1,9.089735150E-1,1.169641590E1
6.836757557E0,-4.695914313E-2,9.544371367E-1,1.146162033E1
6.839242869E0,8.973084623E-4,1.047757268E0,1.121994495E1
6.841728130E0,5.593222752E-2,1.153340459E0,1.105962658E1
6.844213442E0,1.731805354E-1,1.165304661E0,1.094207859E1
6.846698755E0,4.175475538E-1,1.165304661E0,1.075304604E1
6.849184015E0,6.664010882E-1,1.170090318E0,1.042762184E1
6.851669328E0,7.932206988E-1,1.170090318E0,1.009950638E1
6.854154588E0,9.083753228E-1,1.150947690E0,9.757033348E0
6.856639901E0,1.056730270E0,1.062114120E0,9.467501640E0
6.859125213E0,1.135693431E0,9.903294444E-1,9.187242508E0
6.861610474E0,1.226620674E0,8.850452900E-1,8.955139160E0
6.864095786E0,1.243370414E0,7.965108156E-1,8.813961983E0
6.866581047E0,1.190728426E0,7.462615371E-1,8.787641525E0
6.869066359E0,1.063908815E0,7.342974544E-1,8.816354752E0
6.871551672E0,9.251250625E-1,7.582256794E-1,8.890532494E0
6.874036932E0,7.932206988E-1,7.654041648E-1,9.007781029E0
6.876522244E0,6.879364848E-1,7.486543655E-1,9.101100922E0
6.879007557E0,5.946164131E-1,7.558328509E-1,9.168100357E0
6.881492817E0,6.352944374E-1,7.749754190E-1,9.239884377E0
6.883978130E0,7.429714203E-1,8.108677864E-1,9.290432930E0
6.886463390E0,8.916255236E-1,8.539385796E-1,9.355039597E0
6.888948703E0,9.777671695E-1,9.161519408E-1,9.424430847E0
6.891433963E0,1.035194874E0,9.185447693E-1,9.481859207E0
6.893919276E0,1.056730270E0,8.898309469E-1,9.591928482E0
6.896404588E0,1.013659477E0,8.778668046E-1,9.737891197E0
6.898889849E0,8.868398666E-1,8.419744968E-1,9.862616539E0
6.901375161E0,7.788637877E-1,8.132606149E-1,9.991828918E0
6.903860422E0,7.094719410E-1,7.845467329E-1,1.015932655E1
6.906345734E0,6.735795736E-1,7.366902828E-1,1.028614616E1
6.908831047E0,5.850451589E-1,7.079764009E-1,1.044915771E1
6.911316307E0,5.587241054E-1,7.079764009E-1,1.059511948E1
6.913801619E0,5.826523304E-1,6.146563292E-1,1.072911739E1
6.916286932E0,6.448656917E-1,4.923232496E-1,1.087508011E1
6.918772192E0,7.046862841E-1,3.894318938E-1,1.100219822E1
6.921257505E0,8.291130662E-1,2.434697002E-1,1.115294647E1
6.923742765E0,1.095015407E0,-9.182456881E-2,1.119362450E1
6.926228078E0,1.116550922E0,-8.943174779E-2,1.129651546E1
6.928713390E0,1.114158034E0,-2.691925503E-2,1.132762241E1
6.931198651E0,1.056730270E0,6.640082598E-2,1.133001518E1
6.933683963E0,1.042373419E0,2.051845491E-1,1.128933716E1
6.936169224E0,1.066301584E0,2.889333367E-1,1.126062298E1
6.938654536E0,1.114158034E0,3.607180119E-1,1.119841003E1
6.941139797E0,1.193121195E0,3.966103494E-1,1.115533924E1
6.943625109E0,1.255334616E0,4.133601189E-1,1.110509014E1
6.946110422E0,1.370190024E0,3.391826153E-1,1.102612686E1
6.948595682E0,1.461416483E0,2.482553422E-1,1.098544884E1
6.951080994E0,1.590628862E0,1.022931710E-1,1.096600723E1
6.953566307E0,1.643270969E0,3.290131316E-2,1.095643616E1
6.956051567E0,1.602592945E0,-7.776673418E-3,1.091575813E1
6.958536880E0,1.516451359E0,-1.495514158E-2,1.088943672E1
6.961022140E0,1.396511078E0,4.187439568E-3,1.088943672E1
6.963507453E0,1.296012521E0,1.136590727E-2,1.088943672E1
6.965992765E0,1.183549881E0,2.093719877E-2,1.091336536E1
6.968478026E0,1.056730270E0,4.247260094E-2,1.089661503E1
6.970963338E0,9.993025661E-1,5.922235921E-2,1.085832977E1
6.973448599E0,9.370891452E-1,8.075776696E-2,1.078175926E1
6.975933911E0,9.275178909E-1,4.725824669E-2,1.068365383E1
6.978419224E0,9.777671695E-1,-3.409772366E-2,1.055922699E1
6.980904484E0,9.729815125E-1,-1.037886813E-1,1.041805077E1
6.983389797E0,1.001695395E0,-2.138585299E-1,1.026221848E1
6.985875057E0,1.066301584E0,-2.760719061E-1,1.017607689E1
6.988360369E0,1.056730270E0,-3.358924687E-1,1.014975548E1
6.990845630E0,1.037587762E0,-3.550350666E-1,1.018564796E1
6.993330942E0,9.969097376E-1,-3.693920076E-1,1.025264645E1
6.995816255E0,9.705886841E-1,-3.741776347E-1,1.028136063E1
6.998301515E0,9.466604590E-1,-3.358924687E-1,1.028375340E1
7.000786828E0,9.035896659E-1,-3.000001311E-1,1.032203865E1
7.003272088E0,8.605188727E-1,-3.311068416E-1,1.034596729E1
7.005757401E0,8.434699774E-1,-3.239283562E-1,1.040847969E1
7.008242713E0,8.075776696E-1,-3.406781256E-1,1.048265648E1
7.010727974E0,7.764709592E-1,-3.478565812E-1,1.057597733E1
7.013213286E0,7.860422134E-1,-3.933202326E-1,1.068126106E1
7.015698599E0,7.908278704E-1,-4.339981973E-1,1.076979542E1
7.018183859E0,7.334001660E-1,-4.459623098E-1,1.084158039E1
7.020669172E0,6.855437160E-1,-4.794618487E-1,1.091097260E1
7.023154432E0,7.166503668E-1,-4.986044168E-1,1.096361446E1
7.025639744E0,6.999006271E-1,-5.201398134E-1,1.102373409E1
7.028125057E0,7.310073376E-1,-5.632106066E-1,1.103330517E1
7.030610317E0,7.453642488E-1,-5.991029739E-1,1.104287624E1
7.033095630E0,7.118647099E-1,-6.161518097E-1,1.099501991E1
7.035580890E0,6.903293133E-1,-5.895316601E-1,1.093250751E1
7.038066203E0,6.520441771E-1,-5.871388316E-1,1.083918762E1
7.040551515E0,5.946164131E-1,-5.368895531E-1,1.070997524E1
7.043036776E0,5.754738450E-1,-5.201398134E-1,1.057837009E1
7.045522088E0,5.276173949E-1,-5.177469850E-1,1.041326523E1
7.048007349E0,4.773681164E-1,-5.225326419E-1,1.020718288E1
7.050492661E0,3.912265003E-1,-5.033900738E-1,1.000139999E1
7.052977974E0,3.337987661E-1,-4.531407952E-1,9.819247246E0
7.055463234E0,3.361915946E-1,-4.459623098E-1,9.663713455E0
7.057948547E0,3.314059377E-1,-4.483551383E-1,9.520144463E0
7.060433807E0,2.760719061E-1,-4.746761918E-1,9.362217903E0
7.062919119E0,3.242274821E-1,-5.225326419E-1,9.273384094E0
7.065404432E0,3.266202807E-1,-5.727819204E-1,9.223134995E0
7.067889692E0,3.457628787E-1,-6.400800347E-1,9.211171150E0
7.070375005E0,3.649054468E-1,-6.951149702E-1,9.244669914E0
7.072860265E0,4.079762697E-1,-7.238288522E-1,9.323932648E0
7.075345578E0,4.510470629E-1,-7.238288522E-1,9.410074234E0
7.077830890E0,4.247260094E-1,-7.453642488E-1,9.529715538E0
7.080316151E0,4.510470629E-1,-7.142575383E-1,9.670891762E0
7.082801463E0,4.271188378E-1,-6.376872063E-1,9.826425552E0
7.085286776E0,3.505485058E-1,-5.751747489E-1,9.953543663E0
7.087772036E0,2.736790776E-1,-4.698905349E-1,1.008036327E1
7.090257349E0,1.971087605E-1,-4.100699723E-1,1.022871876E1
7.092742609E0,1.875374764E-1,-3.478565812E-1,1.035793114E1
7.095227922E0,1.923231184E-1,-3.023929596E-1,1.047787094E1
7.097713182E0,2.330010980E-1,-3.143570721E-1,1.058554840E1
7.100198494E0,2.736790776E-1,-3.263211846E-1,1.067168999E1
7.102683807E0,3.266202807E-1,-3.095714152E-1,1.072433186E1
7.105169067E0,3.002992272E-1,-3.215355575E-1,1.073390293E1
7.107654380E0,2.641077936E-1,-3.239283562E-1,1.076979542E1
7.110139692E0,2.234298140E-1,-3.071786165E-1,1.070040417E1
7.112624953E0,1.827518344E-1,-2.952145040E-1,1.062144089E1
7.115110265E0,1.755733639E-1,-3.095714152E-1,1.053529930E1
7.117595526E0,1.755733639E-1,-2.904288471E-1,1.039143085E1
7.120080838E0,2.090728730E-1,-3.239283562E-1,1.024307537E1
7.122566099E0,2.114657015E-1,-3.334996700E-1,1.007557774E1
7.125051411E0,2.090728730E-1,-3.311068416E-1,9.908080101E0
7.127536724E0,2.473580390E-1,-2.904288471E-1,9.706784248E0
7.130021984E0,2.497508675E-1,-2.353939265E-1,9.529715538E0
7.132507297E0,2.090728730E-1,-1.923231184E-1,9.383752823E0
7.134992609E0,1.731805354E-1,-1.133599728E-1,9.247062683E0
7.137477869E0,1.468594968E-1,-2.931207791E-2,9.148957253E0
7.139963182E0,1.612164229E-1,3.050848842E-2,9.079565048E0
7.142448442E0,1.636092514E-1,6.580262445E-3,9.041280746E0
7.144933755E0,1.971087605E-1,-7.507480681E-2,9.038887978E0
7.147419067E0,2.066800594E-1,-1.013958603E-1,8.998209953E0
7.149904328E0,2.330010980E-1,-1.085743308E-1,8.995817184E0
7.152389640E0,2.425723970E-1,-1.420738399E-1,9.005388260E0
7.154874901E0,2.282154560E-1,-1.229312643E-1,9.005388260E0
7.157360213E0,2.066800594E-1,-1.444666684E-1,9.019744873E0
7.159845526E0,1.420738399E-1,-5.832505226E-2,9.034101486E0
7.162330786E0,1.540379524E-1,4.007977992E-2,9.060422897E0
7.164816099E0,8.703892678E-2,1.142572835E-1,9.058030128E0
7.167301359E0,4.157529399E-2,1.716850251E-1,9.067601204E0
7.169786672E0,3.290131222E-3,2.123630047E-1,9.101100922E0
7.172271984E0,-3.738785535E-2,2.147558331E-1,9.148957253E0
7.174757244E0,-5.892325938E-2,1.980060786E-1,9.247062683E0
7.177242557E0,-7.806584239E-2,1.764706671E-1,9.345467567E0
7.179727817E0,-1.283151209E-1,2.075773627E-1,9.460323334E0
7.182213130E0,-1.283151209E-1,1.860419661E-1,9.613464355E0
7.184698442E0,-1.618146300E-1,1.453639716E-1,9.778569221E0
7.187183703E0,-1.546361595E-1,1.070788130E-1,9.963115692E0
7.189669015E0,-1.498505175E-1,9.511470050E-2,1.007797050E1
7.192154276E0,-1.522433460E-1,9.272187948E-2,1.018804073E1
7.194639588E0,-1.450648755E-1,8.315058798E-2,1.028375340E1
7.197124901E0,-1.139581800E-1,1.118644550E-1,1.032682419E1
7.199610161E0,-1.067797095E-1,1.118644550E-1,1.036989498E1
7.202095474E0,-1.354935765E-1,9.750752151E-2,1.039143085E1
7.204580734E0,-1.594218016E-1,6.879365444E-2,1.040608692E1
7.207066047E0,-1.498505175E-1,1.094716340E-1,1.041805077E1
7.209551359E0,-1.091725305E-1,1.118644550E-1,1.045633602E1
7.212036619E0,-1.115653589E-1,7.597211748E-2,1.042044353E1
7.214521932E0,-1.426720470E-1,1.794616925E-3,1.043240738E1
7.217007192E0,-1.498505175E-1,-1.256231871E-2,1.039621639E1
7.219492505E0,-1.953141540E-1,-3.649054468E-2,1.035553837E1
7.221977817E0,-1.546361595E-1,-2.213360928E-2,1.033160973E1
7.224463078E0,-1.498505175E-1,-2.452643216E-2,1.029811001E1
7.226948390E0,-1.570289880E-1,-3.888336942E-2,1.027657509E1
7.229433651E0,-1.737787426E-1,-6.789634377E-2,1.028136063E1
7.231918963E0,-4.013960063E-1,-3.813561201E-1,1.039382362E1
7.234404276E0,-4.420739710E-1,-4.698905349E-1,1.036032391E1
7.236889536E0,-3.296113312E-1,-3.885345757E-1,1.019521904E1
7.239374849E0,-2.455634177E-1,-3.981058598E-1,1.003011417E1
7.241860109E0,-1.546361595E-1,-3.287140131E-1,9.845867157E0
7.244345422E0,-9.002995491E-2,-2.090728730E-1,9.709177017E0
7.246830734E0,-4.456632212E-2,-5.832505226E-2,9.718748093E0
7.249315994E0,-1.211366430E-1,5.443671346E-2,9.867402077E0
7.251801307E0,-2.599203587E-1,1.214357466E-1,1.003250694E1
7.254286567E0,-4.468596280E-1,1.740778536E-1,1.016411209E1
7.256771880E0,-5.521438122E-1,1.812563092E-1,1.037946606E1
7.259257192E0,-5.904290080E-1,1.573280841E-1,1.061186886E1
7.261742453E0,-5.162515044E-1,1.262213886E-1,1.084875870E1
7.264227765E0,-3.942175210E-1,9.272187948E-2,1.105962658E1
7.266713078E0,-2.793620527E-1,3.290131316E-2,1.125344467E1
7.269198338E0,-1.761715710E-1,-6.550352275E-2,1.136830044E1
7.271683651E0,-9.481559694E-2,-1.133599728E-1,1.144965649E1
7.274168911E0,-1.585244946E-2,-1.468594968E-1,1.149990559E1
7.276654224E0,1.286142133E-2,-1.827518344E-1,1.147837067E1
7.279139484E0,-1.495514181E-3,-1.683948934E-1,1.140897846E1
7.281624797E0,-3.020938672E-2,-1.396810263E-1,1.130848026E1
7.284110109E0,-5.174478889E-2,-1.420738399E-1,1.118883896E1
7.286595369E0,-1.019940674E-1,-1.372881979E-1,1.102851963E1
7.289080682E0,-1.331007630E-1,-1.061815023E-1,1.082961655E1
7.291565994E0,-1.354935765E-1,-1.253240854E-1,1.061426258E1
7.294051255E0,-3.978067636E-2,-1.396810263E-1,1.037468052E1
7.296536567E0,7.507480681E-2,-1.947159469E-1,1.010668468E1
7.299021828E0,1.707877219E-1,-2.210369855E-1,9.831211090E0
7.301507140E0,2.859423161E-1,-2.641077936E-1,9.524930000E0
7.303992453E0,6.687939167E-1,-2.688934505E-1,9.270991325E0
7.306477713E0,7.046862841E-1,-3.406781256E-1,8.979066849E0
7.308963026E0,7.477570772E-1,-4.363910258E-1,8.727820396E0
7.311448286E0,8.533403873E-1,-4.674977362E-1,8.533702850E0
7.313933599E0,9.131609201E-1,-5.488536954E-1,8.435597420E0
7.316418911E0,9.753743410E-1,-5.967101455E-1,8.356634140E0
7.318904172E0,1.044766188E0,-5.991029739E-1,8.306385040E0
7.321389484E0,1.083051324E0,-5.919244885E-1,8.311170578E0
7.323874744E0,1.013659477E0,-5.440680385E-1,8.270492554E0
7.326360057E0,1.006481051E0,-4.866403043E-1,8.282456398E0
7.328845369E0,9.849455953E-1,-3.669991791E-1,8.344670296E0
7.331330630E0,7.956135273E-1,-2.856431901E-1,8.430811882E0
7.333815942E0,5.515456200E-1,-1.827518344E-1,8.526524544E0
7.336301203E0,3.433700502E-1,-7.746763527E-2,8.643773079E0
7.338786515E0,3.050848842E-1,-2.991028363E-3,8.782855988E0
7.341271828E0,3.290131092E-1,7.597211748E-2,8.840283394E0
7.343757088E0,3.888336718E-1,1.238285750E-1,8.804390907E0
7.346242401E0,5.347958803E-1,1.214357466E-1,8.737391472E0
7.348727713E0,6.472585201E-1,7.357929647E-2,8.643773079E0
7.351212974E0,7.812566161E-1,-4.127619043E-2,8.603095055E0
7.353698286E0,8.796614408E-1,-1.588236094E-1,8.603095055E0
7.356183547E0,1.001695395E0,-2.904288471E-1,8.595915794E0
7.358668859E0,1.061515927E0,-3.693920076E-1,8.588737488E0
7.361154172E0,1.106979609E0,-4.531407952E-1,8.605487823E0
7.363639432E0,1.145264745E0,-4.818546474E-1,8.615058899E0
7.366124744E0,1.171585798E0,-4.890331328E-1,8.624629974E0
7.368610005E0,1.188335538E0,-4.914259613E-1,8.605487823E0
7.371095317E0,1.212263823E0,-4.746761918E-1,8.593523026E0
7.373580630E0,1.229013562E0,-4.244269133E-1,8.550452232E0
7.376065890E0,1.250548959E0,-4.076771438E-1,8.495417595E0
7.378551203E0,1.245763302E0,-3.622135222E-1,8.442775726E0
7.381036463E0,1.312762380E0,-3.239283562E-1,8.457132339E0
7.383521776E0,1.322333574E0,-3.622135222E-1,8.452346802E0
7.386007088E0,1.231406331E0,-3.693920076E-1,8.504988670E0
7.388492349E0,1.121336460E0,-3.789632916E-1,8.564809799E0
7.390977661E0,1.047158957E0,-4.028915167E-1,8.686843872E0
7.393462922E0,1.047158957E0,-3.789632916E-1,8.794819832E0
7.395948234E0,1.092622638E0,-3.334996700E-1,8.952746391E0
7.398433547E0,1.135693431E0,-2.976073027E-1,9.122636795E0
7.400918807E0,1.147657514E0,-2.880360186E-1,9.314361572E0
7.403404119E0,1.126122117E0,-3.095714152E-1,9.474679947E0
7.405889380E0,1.080658555E0,-3.191427290E-1,9.627820969E0
7.408374692E0,1.059123158E0,-3.239283562E-1,9.761818886E0
7.410860005E0,1.039980531E0,-3.646063507E-1,9.855438232E0
7.413345265E0,1.078265667E0,-3.813561201E-1,9.953543663E0
7.415830578E0,1.104586720E0,-4.435695112E-1,1.004925728E1
7.418315890E0,1.183549881E0,-4.770690203E-1,1.013300610E1
7.420801151E0,1.233799219E0,-5.321039557E-1,1.019761181E1
7.423286463E0,1.255334616E0,-5.344967842E-1,1.026461124E1
7.425771724E0,1.305583835E0,-5.440680385E-1,1.036271667E1
7.428257036E0,1.312762380E0,-5.632106066E-1,1.040608692E1
7.430742297E0,1.305583835E0,-5.177469850E-1,1.043958569E1
7.433227609E0,1.276870012E0,-4.746761918E-1,1.044915771E1
7.435712922E0,1.240977645E0,-4.579264224E-1,1.044915771E1
7.438198182E0,1.142871857E0,-4.004986882E-1,1.041805077E1
7.440683494E0,1.102193952E0,-4.028915167E-1,1.038425159E1
7.443168755E0,1.087836981E0,-3.741776347E-1,1.034357452E1
7.445654067E0,1.078265667E0,-4.220340848E-1,1.030528927E1
7.448139380E0,1.056730270E0,-4.531407952E-1,1.024307537E1
7.450624640E0,1.083051324E0,-5.177469850E-1,1.019282627E1
7.453109953E0,1.087836981E0,-5.488536954E-1,1.009950638E1
7.455595265E0,1.075872898E0,-5.751747489E-1,9.996614456E0
7.458080526E0,1.061515927E0,-5.823532343E-1,9.936794281E0
7.460565838E0,1.001695395E0,-5.584250093E-1,9.840782166E0
7.463051099E0,9.849455953E-1,-5.823532343E-1,9.699605942E0
7.465536411E0,9.993025661E-1,-6.089733839E-1,9.541679382E0
7.468021724E0,1.459023595E0,-1.087537885E0,8.619844437E0
7.470506984E0,1.944766641E0,-1.525723577E0,7.686344624E0
7.472992297E0,1.760519266E0,-1.358225942E0,7.351050377E0
7.475477557E0,1.506880045E0,-1.130608678E0,7.056733131E0
7.477962869E0,1.229013562E0,-8.841479421E-1,6.905686378E0
7.480448182E0,9.346963167E-1,-5.943173170E-1,6.900900364E0
7.482933442E0,6.424728632E-1,-3.167499006E-1,7.044768810E0
7.485418755E0,3.481557071E-1,-4.636093974E-2,7.219445229E0
7.487904015E0,9.900303930E-2,2.099701911E-1,7.377371311E0
7.490389328E0,-1.043868884E-1,4.301098585E-1,7.566404343E0
7.492874640E0,-3.200400174E-1,5.859424472E-1,7.743772507E0
7.495359901E0,-4.588237405E-1,6.936194897E-1,7.963912010E0
7.497845213E0,-5.114658475E-1,7.390831113E-1,8.133802414E0
7.500330474E0,-5.641079545E-1,7.295117974E-1,8.349455833E0
7.502815786E0,-6.215356588E-1,6.888338327E-1,8.497810364E0
7.505301099E0,-5.976074338E-1,6.481558084E-1,8.631808281E0
7.507786359E0,-5.497509837E-1,5.667998791E-1,8.799605370E0
7.510271672E0,-5.090730190E-1,5.162515044E-1,9.060422897E0
7.512756932E0,-4.396811724E-1,4.037888348E-1,9.367003441E0
7.515242244E0,-3.894318938E-1,3.535395563E-1,9.718748093E0
7.517727557E0,-3.966103494E-1,2.745763958E-1,1.005882835E1
7.520212817E0,-3.655036688E-1,2.410768867E-1,1.037228775E1
7.522698130E0,-3.463610709E-1,1.740778536E-1,1.065972614E1
7.525183390E0,-3.080759048E-1,1.310070455E-1,1.093250751E1
7.527668703E0,-2.503490746E-1,9.272187948E-2,1.112423229E1
7.530154015E0,-1.522433460E-1,6.400800496E-2,1.124387360E1
7.532639276E0,4.636093974E-2,9.511470050E-2,1.127258778E1
7.535124588E0,3.505485058E-1,-2.452643216E-2,1.136590767E1
7.537609901E0,-1.666002721E-1,-3.502494097E-1,1.141615677E1
7.540095161E0,-4.588237405E-1,-4.124628007E-1,1.128694439E1
7.542580474E0,-5.330012441E-1,-3.981058598E-1,1.119601727E1
7.545065734E0,-5.066801906E-1,-4.052843451E-1,1.118883896E1
7.547551047E0,-4.133601189E-1,-4.866403043E-1,1.113858986E1
7.550036359E0,-1.977069676E-1,-6.376872063E-1,1.101416302E1
7.552521619E0,7.028916478E-2,-7.645068169E-1,1.085832977E1
7.555006932E0,3.074777126E-1,-9.678967595E-1,1.063579750E1
